,titulo,descripcion,inicio_curso,videos_youtube,URL,tema,lecciones
393,Excel 2016 (Bahasa Indonesia),Microsoft Excel 2016 adalah aplikasi lembar-sebar dalam paket MS Office 2016. Dapatkan bantuan dalam mengorganisasi dan menghitung data pada tutorial Excel 2016 ini.,0,0,https://edu.gcfglobal.org/en/tr_id-excel-2016/,Bahasa Indonesia,"Dasar-dasar Excel 2016,Bekerja Dengan Lembar dan Sel,Formula dan Fungsi,Bekerja Dengan Data,Melakukan Lebih Banyak Dengan Excel,Tambahan"
394,Google Maps (Bahasa Indonesia),"Pada panduan tentang Google Maps ini, Anda akan mengetahui banyak fitur menarik tentang pemakaian Google Maps.",0,0,https://edu.gcfglobal.org/en/tr_id-google-maps/,Bahasa Indonesia,0
395,Keamanan Internet,Menjaga keamanan saat Anda online merupakan hal yang penting saat ini. Pelajari semua tentang keamanan online dan dapatkan tips-tips keamanan internet di panduan gratis ini.,0,0,https://edu.gcfglobal.org/en/tr_id-internet-safety/,Bahasa Indonesia,"Pengenalan,Tetap Aman Saat Anda Online,Melindungi Privasi Online Anda,Bonus"
396,Keamanan Internet Untuk Anak-anak,"Berlatih keamanan sangatlah penting dengan siapapun yang sedang dalam jaringan, namun untuk anak-anak hal itu sangatlah penting. Tutorial ini membahas tentang ancaman yang mungkin dialami anak-anak Anda ketika dalam jaringan, dan juga akan menunjukan kepada Anda bagaimana melindungi mereka dan berbicara dengan mereka agar aman dan bertanggung jawab. Kunjungi tutorial Keamanan Internet kami untuk i...",0,0,https://edu.gcfglobal.org/en/tr_id-internet-safety-for-kids/,Bahasa Indonesia,"Mengajarkan Anak-anak Tentang Keamanan Internet,Tambahan"
397,Kemampuan-Kemampuan Komputer Dasar,"Jika Anda ingin mengetahui beberapa kemampuan dasar tentang komputer, silahkan mempelajari panduan gratis kami ini.",0,0,https://edu.gcfglobal.org/en/tr_id-basic-computer-skills/,Bahasa Indonesia,"Kemampuan-Kemampuan Dasar,Instalasi dan Perawatan,Memasang dan Mencopot Perangkat Lunak (Software)"
398,Word 2016 (Bahasa Indonesia),Microsoft Word 2016 adalah aplikasi pemrosesan kata dalam paket MS Office 2016. Dapatkan bantuan membuat dan berbagi dokumen disini.,0,0,https://edu.gcfglobal.org/en/tr_id-word-2016/,Bahasa Indonesia,"Dasar-dasar Word 2016,Bekerja dengan Teks,Tataletak dan Pencetakan,Bekerja dengan Objek,Kolaborasi dan Peninjauan,Melakukan Lebih dengan Word"
399,Χάρτες Google,"Σε αυτό το δωρεάν εκπαιδευτικό για τους Χάρτες Google, βρείτε απαντήσεις σχετικά με το πώς χρησιμοποιειται αυτό το δημοφιλές πρόγραμμα χαρτών.",0,0,https://edu.gcfglobal.org/en/tr_el-google-maps/,Greek,Χάρτες Google
400,Μικρές συμβουλές Google,"Σε αυτό το δωρεάν εκπαιδευτικό σεμινάριο, μάθετε πώς να φτιάχνετε δημοσκοπήσεις, να κλείνετε πτήσεις, να μεταφράζετε κείμενο και άλλα με τη Google.",0,0,https://edu.gcfglobal.org/en/tr_el-google-tips/,Greek,Μικρές συμβουλές Google
401,Λογαριασμός Google,"Σε αυτό το δωρεάν εκπαιδευτικό, μάθετε τα πάντα που χρειάζεστε για να ανοίξετε και να διατηρήσετε ένα λογαριασμό Google για να χρησιμοποιείτε υπηρεσίες όπως το Gmail",0,0,https://edu.gcfglobal.org/en/tr_el-google-account/,Greek,"Λογαριασμός Google,Έξτρα"
402,Gmail (Greek),"Σε αυτό το δωρεάν εκπαιδευτικό, κάντε μια Εισαγωγή στο Gmail και μάθετε πώς να διαχειρίζεστε, να στέλνετε και να απαντάτε σε μηνύματα.",0,0,https://edu.gcfglobal.org/en/tr_el-gmail/,Greek,Χρησιμοποιώντας το Gmail
403,Google Drive (Greek),"Σε αυτό το δωρεάν εκπαιδευτικό σεμινάριο, μάθετε να χρησιμοποιείτε αυτό το πρόγραμμα που λειτουργεί στο νέφος (cloud) για να δημιουργείτε και να μοιράζεστε έγγραφα, υπολογιστικά φύλλα, παρουσιάσεις και άλλα.",0,0,https://edu.gcfglobal.org/en/tr_el-google-drive/,Greek,Google Drive και Έγγραφα
404,Φόρμες Google,"Σε αυτό το εκπαιδευτικό, μάθετε να χρησιμοποιείτε αυτό το δωρεάν πρόγραμμα που λειτουργεί στο νέφος (cloud), για να δημιουργείτε επαγγελματικές φόρμες, κουίζ κ.α.",0,0,https://edu.gcfglobal.org/en/tr_el-google-forms/,Greek,Φόρμες Google
405,Έγγραφα Google,"Σε αυτό το δωρεάν εκπαιδευτικό, μάθετε πώς να χρησιμοποιείτε αυτό το δωρεάν πρόγραμμα που λειτουργεί στο νέφος (cloud), για να δημιουργείτε επαγγελματικά έγγραφα.",0,0,https://edu.gcfglobal.org/en/tr_el-google-docs/,Greek,"Google Drive και Έγγραφα,Συνηθισμένες εργασίες στα Έγγραφα"
406,Παρουσιάσεις Google,"Σε αυτό το δωρεάν εκπαιδευτικό, μάθετε πώς να χρησιμοποιείτε αυτό το δωρεάν πρόγραμμα που λειτουργεί στο νέφος (cloud), για να δημιουργείτε επαγγελματικές παρουσιάσεις",0,0,https://edu.gcfglobal.org/en/tr_el-google-slides/,Greek,"Google Drive και Έγγραφα,Παρουσιάσεις Google"
407,Παρουσιάσεις Google,"Σε αυτό το δωρεάν εκπαιδευτικό, μάθετε πώς να χρησιμοποιείτε αυτό το δωρεάν πρόγραμμα που λειτουργεί στο νέφος (cloud), για να δημιουργείτε επαγγελματικές παρουσιάσεις",0,0,https://edu.gcfglobal.org/en/tr_el-google-slides/,Greek,"Google Drive και Έγγραφα,Παρουσιάσεις Google"
408,Υπολογιστικά Φύλλα Google,"Σε αυτό το δωρεάν εκπαιδευτικό, μάθετε πώς να χρησιμοποιείτε τα ισχυρά εργαλεία στα Υπολογιστικά Φύλλα Google, για να οργανώσετε, να παρουσιάσετε και να υπολογίσετε δεδομένα σε ένα λογιστικό φύλλο.",0,0,https://edu.gcfglobal.org/en/tr_el-google-sheets/,Greek,"Google Drive και Έγγραφα,Βασικά για τα Υπολογιστικά Φύλλα Google,Κοινές εργασίες σε υπολογιστικό φύλλο,Έξτρα"
409,YouTube (Greek),"Σε αυτό το δωρεάν εκπαιδευτικό, μάθετε πώς να παρακολουθείτε, να δημιουργείτε και να μεταφορτώνετε βίντεο στο YouTube, καθώς και πώς να ξεκινήσετε ένα δικό σας κανάλι",0,0,https://edu.gcfglobal.org/en/tr_el-youtube/,Greek,"Καλώς ήλθατε!,Παρακολούθηση βίντεο στο YouTube,Δημιουργήστε το δικό σας Κανάλι στο YouTube,Ευχαριστούμε που μείνατε μαζί μας!,Έξτρα"
410,أساسيات الكمبيوتر,إن كنت حديث العهد بالكمبيوتر او تريد فقط تحديث مهارات الكمبيوتر لديك، فهذه الدروس المجانية عن اساسيات الكمبيوتر ستريك كيف تصل لهذا,0,0,https://edu.gcfglobal.org/en/tr_ar-misc/,Arabic,"مقدمة,اساسيات الهاردوير,أساسيات السوفتوير,استخدام الكمبيوتر,استخدام الانترنت,الأمان والصيانة,إضافات"
411,أكسيل 2016,"في هذا الدرس المجاني لبرنامج  ""اكسيل"" 2016، تعلم كيفية انشاء وتكوين المعادلات والرسومات البيانية والدوال ، وكذا تنسيق الخلايا وعمل المزيد مع جداول البيانات",0,0,https://edu.gcfglobal.org/en/tr_ar-excel-2016/,Arabic,"أساسيات اكسيل 2016,العمل مع الخلايا وأوراق العمل,المعادلات والدوال,العمل مع البيانات,المزيد مع اكسيل,اضافات"
412,Балдар үчүн интернет коопсуздугу,"Бул балдар үчүн акысыз интернет коопсуздук кеңешме, балдарды онлайн зөөкүрлөрдөн жана киберкоркутуулардан сактоону үйрөнүү",0,0,https://edu.gcfglobal.org/en/tr_ky-internet-safety-for-kids/,Kyrgyz,"Интернет коопсуздугу жөнүндө балдарга үйрөтүү,Кошумча"
413,Интернет коопсуздугу,Интернетте коопсуз иштөө бүгүнкү күндө абдан маанилүү. Онлайн коопсуздук боюнча көп нерсе үйрөнүңүз жана интернет коопсуздугу боюнча кеңештерди бул акысыз үйрөткүчтөн алыңыз.,0,0,https://edu.gcfglobal.org/en/tr_ky-internet-safety/,Kyrgyz,"Киришүү,Интернетте коопсуз иштөө,Онлайн купуялуулугуңузду сактоо,Кошумчалар"
414,Google Карталар,Бул акысыз Google Карталары үйрөткүчү аркылуу популярдуу карта программасын колдонуу боюнча негизги суроолорго жоопторду алыңыз.,0,0,https://edu.gcfglobal.org/en/tr_ky-google-maps/,Kyrgyz,Google Карталар
415,Компьютерде иштөө негиздери,"Эгерде компьютерди колдонуу негиздерин үйрөнгүңүз келсе же билимиңизди бекемдегиңиз келсе биздин ""Компьютерди колдонуу негиздери"" үйрөткүчүн окуңуз.",0,0,https://edu.gcfglobal.org/en/tr_ky-basic-computer-skills/,Kyrgyz,"Негизги көндүмдөр,Жөндөө жана техникалык тейлөө,Программаны орнотуу жана системадан чыгаруу"
416,Графикалык дизайн негиздери,"Бул графикалык дизайн негиздери акысыз үйрөткүчүндө типография, түс, сүрөттөр, жайгашуу, композиция жана башкаларды түшүнүңүз.",0,0,https://edu.gcfglobal.org/en/tr_ky-beginning-graphic-design/,Kyrgyz,Графикалык дизайнга киришүү
417,Google колдонуу кеңештери,"Бул акысыз үйрөткүчтө кантип Google аркылуу издөө, сурамжылоо жүргүзүү, авиабилеттерди сатып алуу, текст которуу ж.б темаларды үйрөнө аласыз",0,0,https://edu.gcfglobal.org/en/tr_ky-google-tips/,Kyrgyz,Google колдонуу кеңештери
418,Windows негиздери,"Бул Windows негиздери үйрөткүчтө сиз багыттоо, кыска жолдорду колдонуп, файлдарды табуу жана жөнөтүү ж.б темаларды үйрөнөсүз",0,0,https://edu.gcfglobal.org/en/tr_ky-windows-basics/,Kyrgyz,"Windows негиздери,Кошумчалар"
419,Компьютер негиздери,"Эгер сиз жаңыдан компьютерди үйрөнүп жатсаңыз, же жөн гана  компьютердик билимиңерди тереңдетейин десеңиз, бул бекер ""Компьютер негиздери"" үйрөткүчү сизге кантип иштөөнү үйрөтөт.",0,0,https://edu.gcfglobal.org/en/tr_ky-computer-basics/,Kyrgyz,"Киришүү,Техникалык жабдуунун негиздери ,Програмдык камсыздоо негиздери,Компьютер колдонуу,Интернет колдонуу,Коопсуздук жана компьютерди кароо,Кошумчалар"
420,PowerPoint 2016 Негиздери,"PowerPoint 2016 -Microsoft Office Suite программасындагы презентация жасоочу колдонмо. Презентацияларды жасоо, башкаруу үчүн колдонулат.",0,0,https://edu.gcfglobal.org/en/tr_ky-powerpoint-2016/,Kyrgyz,"PowerPoint Негиздери,Слайддар менен иштөө,Текст жана Объекттер,Дагы Объектилер,Кайра карап чыгуу жана кызматташуу,Презентацияңызды жекелештирүү"
421,Excel 2016 Негиздери,"Microsoft Excel 2016 бул MS Office 2016 suite'та камтылган жадыбал программасы. Бул үйрөткүчтүн жардамы менен дайындарыңызды уюштуруп, эсептеп алыңыз",0,0,https://edu.gcfglobal.org/en/tr_ky-excel-2016/,Kyrgyz,"Excel 2016 Негиздери,Уяча жана Жадыбалдар менен иштөө,Формулалар жана Функциялар,Дайындар менен иштөө,Excel менен дагы көп нерсе жасоо,Кошумчалар"
422,Word 2016 Негиздери,"Microsoft Word 2016 бул MS Office 2016 suite ичиндеги текст менен иштөө программасы. Документтериңизди түзүп, бөлүшүңүз",0,0,https://edu.gcfglobal.org/en/tr_ky-word-2016/,Kyrgyz,"Word 2016 Негиздери,Текст менен иштөө,Барак жайгашуусу жана Басып чыгаруу,Объекттер менен иштөө,Кызматташуу жана карап чыгуу,Word менен дагы көп иш кылуу"
423,Computer Basiskennis,"Indien u voor het eerst kennismaakt met Computers, of zelfs wanneer u alleen maar uw Computerkennis wil bijspijkeren, dan kan deze gratis, online cursus ""Computer Basiskennis"" u laten zien hoe en wat...",0,0,https://edu.gcfglobal.org/en/tr_nl-computer-basics/,Dutch,"Kennismaking,Hardware basiskennis,Software basiskennis,Een computer gebruiken,Het Internet gebruiken,Veiligheid en Onderhoud,Extra's"
424,Computer basisvaardigheden,"Bekijk ons gratis ""Basic Computer Skills"" leerprogramma, als u op zoek bent naar basis computervaardigheden, of wanneer u uw  reeds bestaande computervaardigheden wil vergroten.",0,0,https://edu.gcfglobal.org/en/tr_nl-basic-computer-skills/,Dutch,"Basisvaardigheden,Setup en onderhoud,Software installeren en de-installeren"
425,Excel (Polski),"W tym darmowym samouczku dotyczącym Excela nauczysz się tworzyć formuły i wykresy, wykorzystywać funkcję oraz formatować komórki. Poznasz także inne możliwości pracy ze skoroszytem.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_wKeFEmZL15qOZEkiVUQAq,https://edu.gcfglobal.org/en/tr_pl-excel/,Polski,"Wprowadzenie do pracy z programem Excel,Praca z komórkami i skoroszytami,Formuły i funkcje,Praca z danymi,Dodatkowe możliwości Excela,Dodatkowe materiały"
426,Vírus e antivírus,"Neste curso você verá o que são vírus no mundo da informática, quais tipos existem, suas diferenças, o que são antivírus e como usá-los.",https://edu.gcfglobal.org/pt/virus-e-antivirus/o-que-e-um-virus/1/,0,https://edu.gcfglobal.org/pt/virus-e-antivirus/,Informática e Internet,"Os vírus,Os antivírus"
427,Criação de Sites,Conheça os fundamento e as ferramentas úteis na hora de criar seu primeiro site.,https://edu.gcfglobal.org/pt/criacao-de-sites/a-internet-e-seus-servicos/1/,0,https://edu.gcfglobal.org/pt/criacao-de-sites/,Informática e Internet,"Antes de começar,Sites estáticos,Sites dinâmicos"
428,Segurança na internet,Com este curso você poderá reconhecer os riscos e as ameaças que a internet pode ter. É importante identificá-los e saber como prevenir situações que podem afetar a sua integridade ou a de sua família.,https://edu.gcfglobal.org/pt/seguranca-na-internet/o-que-e-seguranca-na-internet/1/,https://www.youtube.com/watch?v=Zw2ODkqZrbM&list=PLVJJ-8OxXXcntgPVT4mHSUf9MdJRGOeoV,https://edu.gcfglobal.org/pt/seguranca-na-internet/,Informática e Internet,"Conceitos básicos,Proteja-se na internet,Segurança na internet para menores de idade,Controle Parental"
429,Informática Básica,"Neste curso você aprenderá os conceitos básicos para usar um computador. Verá como começar a usá-lo corretamente, conhecerá suas partes, como ligá-lo, como instalar e desinstalar programas e uma série de outros conceitos essenciais para dar os primeiros passos no mundo da informática.",https://edu.gcfglobal.org/pt/informatica-basica/o-que-sao-os-computadores/1/,https://www.youtube.com/watch?v=yAfR9q9RNB8&list=PLVJJ-8OxXXckTx_MmTl4uUQkSSTpiGNaE,https://edu.gcfglobal.org/pt/informatica-basica/,Informática e Internet,"Começando a usar um computador,Partes básicas do computador,Sistemas operacionais,Conectar e ligar o computador,Explore o Windows,Explore o Mac OS X,Aplicativos ou programas,Aplicativos Web e armazenamento na nuvem,Protegendo seu computador,Teste Final | Informática Básica"
430,Como usar a internet?,"Neste curso você terá acesso a todos os conhecimentos básicos e necessários para começar a usar a Internet. Aprenderá o que é um navegador, como se conectar à Internet, como usar redes Wi-Fi e a cabo, como fazer buscas pela internet e muito mais. Depois de realizar este curso você poderá navegar na internet com mais facilidade tirando o maior proveito desta ferramenta. ",https://edu.gcfglobal.org/pt/como-usar-a-internet/o-que-e-internet/1/,0,https://edu.gcfglobal.org/pt/como-usar-a-internet/,Informática e Internet,"O que é a internet?,Para que usamos a internet?,Como se conectar à Internet?,Entrar na internet com aparelhos móveis,Como posso navegar na internet?,Como busco sites na internet?"
431,Criar um correio eletrônico,"Este curso pretende auxiliar o usuário a criar a sua própria conta de e-mail com o conhecimento do que é e para o que serve esta ferramenta, também como enviar e receber mensagens de forma correta.

",https://edu.gcfglobal.org/pt/criar-um-correio-eletronico/o-que-e-um-correio-eletronico/1/,https://www.youtube.com/watch?v=t4oizK5p_ho&list=PLVJJ-8OxXXcla0lY3_Pqc75_3r7oymaQN,https://edu.gcfglobal.org/pt/criar-um-correio-eletronico/,Informática e Internet,"O que é um correio eletrônico?,Como criar uma conta de correio eletrônico,Enviar e receber uma mensagem de correio eletrônico,Como enviar arquivos em anexo?,Escrever corretamente uma mensagem,Aprenda a criar uma conta no Yahoo!,Aprenda a criar uma conta no Outlook,Aprenda a criar uma conta no Gmail"
432,Como criar um Blog,"Neste curso você aprenderá o que é um blog e como através dele é possível conhecer outras pessoas, gostos e interesses. Além disso, vamos lhe mostrar como e onde criar seu Blog.",https://edu.gcfglobal.org/pt/como-criar-um-blog/o-que-e-um-blog/1/,0,https://edu.gcfglobal.org/pt/como-criar-um-blog/,Informática e Internet,"Para que ter um Blog na internet?,Criar um blog com Blogger,Criar um blog no WordPress,Criar um blog com qualidade,Inserir imagens, vídeos e outros recursos,Conselhos para seu blog ser um sucesso"
433,Informática Avançada,Aqui desenvolvemos temas que vão um pouco mais além dos conceitos básicos da informática. Aprenda temas fundamentais para o desenvolvimento informático e tecnológico avançados. ,https://edu.gcfglobal.org/pt/informatica-avancada/o-que-e-algoritmo/1/,https://www.youtube.com/watch?v=G0lMlqWuPJI&list=PLVJJ-8OxXXckGH9xGtiFVX2anxD6qfkq8,https://edu.gcfglobal.org/pt/informatica-avancada/,Informática e Internet,Linguagem digital
434,Apresentações básicas,"Neste curso você aprenderá criar apresentações básicas no PowerPoint, Google Drive e Keynote.",https://edu.gcfglobal.org/pt/apresentacoes-basicas/como-fazer-um-slide-simples/1/,https://www.youtube.com/watch?v=Bkx6kauuA20&list=PLVJJ-8OxXXckmzsCupHsSx30yzzsPv3Qt,https://edu.gcfglobal.org/pt/apresentacoes-basicas/,Informática e Internet,Apresentação básica
435,Tudo sobre o aplicativo Zoom,"Todos os detalhes sobre o Zoom, uma ferramenta para realizar reuniões virtuais. O curso apresentará um resumo do aplicativo,  fará uma comparação do Zoom com outros aplicativos semelhantes, apresentará um passo a passo de como organizar reuniões, programá-las e de como usar os principais recursos do aplicativo, como solucionar os problemas mais frequentes, além de destacar configurações específica...",https://edu.gcfglobal.org/pt/conhecendo-zoom/o-que-e-e-para-que-serve-o-zoom/1/,https://youtube.com/playlist?list=PLVJJ-8OxXXclMmiJRBHN_nEDPxDT52UHz,https://edu.gcfglobal.org/pt/conhecendo-zoom/,Informática e Internet,"Conhecendo o Zoom,Começando com Zoom,Participando de uma reunião do Zoom,Criando reuniões do Zoom,Como melhorar a segurança das suas reuniões do Zoom,Recursos avançados do Zoom,Conselhos para fazer um bom uso do zoom"
436,Como usar o Telegram,"Neste curso, apresentamos o Telegram uma ferramenta de comunicação que possibilta a realização de chamadas e  videochamadas, além do envio de mensagens de texto e voz, criação de grupos e canais e muitos outros recursos. O Telegram tem ganhado cada vez mais usuários e pode ser uma alternativa ao WhatsApp. Saiba como usá-lo!",https://edu.gcfglobal.org/pt/como-usar-o-telegram/whatsapp-ou-telegram-qual-e-melhor/1/,https://youtube.com/playlist?list=PLVJJ-8OxXXcllz-jlPUT0BgNHmXZPg1nH,https://edu.gcfglobal.org/pt/como-usar-o-telegram/,Informática e Internet,Conhecendo o Telegram
437,WhatsApp Business,Melhore a comunicação com seus clientes e aumente suas chances de venda utilizando esta ferramenta para enviar mensagens privadas e instantâneas.,https://edu.gcfglobal.org/pt/whatsapp-business/o-que-e-o-whatsapp-business/1/,https://youtube.com/playlist?list=PLVJJ-8OxXXckOXuA_cAqAk9GQakJQ-0C-,https://edu.gcfglobal.org/pt/whatsapp-business/,Informática e Internet,"Introdução ao WhatsApp Business,Configuração do WhatsApp Business,Catálogos e mensagens em massa,Como usar um bot no WhatsApp Business,Conselhos e dicas"
438,Excel 2016,Neste curso você verá como funciona o Excel 2016 e quais são suas principais características.,https://edu.gcfglobal.org/pt/excel-2016/interface-do-excel-2016/1/,https://www.youtube.com/watch?v=Ek1wY1jXt0I&list=PLVJJ-8OxXXckDjj2x4gE-pZODP-c6AqNo,https://edu.gcfglobal.org/pt/excel-2016/,Microsoft Office,"Interface do Excel 2016,Como trabalhar com um arquivo do Excel 2016,As fórmulas do Excel 2016,Ferramentas do Excel 2016,Tabelas e gráficos do Excel 2016,Excel para aparelhos móveis"
439,Word 2016,Neste curso você conhecerá profundamente todas as ferramentas e novidades que o Word 2016 apresenta  nesta nova versão.,https://edu.gcfglobal.org/pt/word-2016/informacoes/1/,0,https://edu.gcfglobal.org/pt/word-2016/,Microsoft Office,"Painel principal,Edição de texto e parágrafos,Formatação de página,Desenho da página,Tabelas e gráficos,Referências,Revisão de texto,Ferramentas de apoio,Outras opções do Word"
440,Microsoft Excel 2010,"Neste curso você aprenderá tudo o que precisa para usar o Excel 2010. Mostramos desde os conceitos mais básicos até os mais avançados para aproveitar as vantagens e facilidades deste programa. 

",https://edu.gcfglobal.org/pt/microsoft-excel-2010/o-que-e-o-excel-2010-e-qual-a-sua-utilidade/1/,https://www.youtube.com/watch?v=p32v5kRpANs&list=PLVJJ-8OxXXcmlDE-lc3srxVZb5vkkILR9,https://edu.gcfglobal.org/pt/microsoft-excel-2010/,Microsoft Office,"Introdução ao Excel 2010,Aprenda a usar células, linhas e colunas,Aprenda a trabalhar com uma planilha do Excel 2010,Como criar fórmulas no Excel 2010,Conheça as funções básicas do Excel 2010,Classifique dados no Excel 2010,Como filtrar dados no Excel 2010,Configurando tabelas no Excel 2010,Trabalhando com gráficos no Excel 2010,Adicionar regras condicionais aos dados de uma planilha,Trabalhando com tabelas e gráficos dinâmicos,Teste de hipóteses no Excel 2010,Teste Final"
441,Microsoft Word 2010,"Com este curso você terá todas as informações necessárias para trabalhar com o Word 2010. Terá acesso a várias possibilidades deste programa para trabalhar com textos, imagens, documentos, tabelas, gráficos e muito mais.",https://edu.gcfglobal.org/pt/microsoft-word-2010/seja-bemvindo-ao-word-2010/1/,https://www.youtube.com/watch?v=YH1a0It72fE&list=PLVJJ-8OxXXcnfLmqCkMohLf514_RDs7AA,https://edu.gcfglobal.org/pt/microsoft-word-2010/,Microsoft Office,"Introdução ao Word 2010,Formatar textos no Word 2010,Salvar e recuperar arquivos no Word 2010,Configurar páginas no Word 2010,Revisão ortografica e gramatical no Word 2010,Como imprimir com o Word 2010,Recuo e tabulação no Word 2010,Espaçamento de texto no Word 2010,Usar listas com marcadores no Word 2010,Como criar quebras de página no Word 2010?,Organizar texto em colunas no Word 2010,Inserir hiperlinks no Word 2010,Inserir formas no Word 2010,Inserir caixas de texto e WordArt no Word 2010,Inserir e mudar imagens no Word 2010,Aplicar, criar e alterar estilos e temas no Word 2010,Inserir cabeçalhos e Rodapés no Word 2010,Revisão de documentos no Word 2010,Trabalhando com tabelas no Word 2010,Modelos de documentos do Word 2010"
442,PowerPoint 2019,"Aprenda a realizar apresentações criativas com PowerPoint 2019. Conheça os principais recursos do programa, veja como criar um slide índice, criar animações, incluir imagens 3D, salvar sua apresentação como vídeo e muito mais!",https://edu.gcfglobal.org/pt/powerpoint-2019/como-criar-apresentacoes-criativas-com-powerpoint-2019/1/,https://youtube.com/playlist?list=PLVJJ-8OxXXck45gw5Dpxfp1cuXW0GLk7W,https://edu.gcfglobal.org/pt/powerpoint-2019/,Microsoft Office,As principais novidades do PowerPoint 2019
443,Tudo sobre o Windows 10,Conheça todas as ferramentas importantes que este sistema operacional lhe oferece.,https://edu.gcfglobal.org/pt/tudo-sobre-o-windows-10/como-obter-o-windows-10/1/,0,https://edu.gcfglobal.org/pt/tudo-sobre-o-windows-10/,Sistemas operacionais,"O que é o Windows 10,Conheça o Windows 10,Configuração do Windows 10,Ferramentas do Windows 10,Usuários e contas do Windows,Aplicativos no Windows 10,Personalizando o Windows"
444,Como usar o Android?,"Neste curso você aprenderá a usar o sistema operacional Android, como configurá-lo e trabalhar com todos seus recursos.",https://edu.gcfglobal.org/pt/como-usar-o-sistema-android/o-que-e-o-sistema-android/1/,https://www.youtube.com/watch?v=QvfUW477Fhs&list=PLVJJ-8OxXXclbhrEPDb0OoUKMUuKEfQGx,https://edu.gcfglobal.org/pt/como-usar-o-sistema-android/,Sistemas operacionais,"Començando a usar o sistema Android,Configurar um Android,Realizar chamadas com Android,Aplicativos e Android,A internet e o Android,Sincronização com Android,Segurança no Android,O que mais podemos fazer com o Android?"
445,Como usar o Twitter,"Se você quiser enviar mensagens rápidas, é muito bom aprender a usar todas as ferramentas que lhe oferece as redes sociais.",https://edu.gcfglobal.org/pt/como-usar-o-twitter/historia-do-twitter/1/,https://www.youtube.com/watch?v=rGgx6aZL4hI&list=PLVJJ-8OxXXcm7f9VHz3TFp5SHPvzzMHhc,https://edu.gcfglobal.org/pt/como-usar-o-twitter/,Redes sociais,"O que é o Twitter?,Sobre a conta do Twitter,A Interface do Twitter,Interagindo com outros usuarios,Publicações e respostas no Twitter,Twitter em aparelhos móveis"
446,Criar uma conta no Facebook,"Este curso lhe guiará passo a passo na criação da sua própria conta do Facebook e dará toda a informação que você precisa para começar a usá-lo agora mesmo. Além disso, você aprenderá como cuidar da sua privacidade e verá alguns conselhos para manter segura a sua conta. 
",https://edu.gcfglobal.org/pt/criar-uma-conta-no-facebook/por-que-usar-o-facebook/1/,0,https://edu.gcfglobal.org/pt/criar-uma-conta-no-facebook/,Redes sociais,"Criar uma conta no Facebook,Conheça tudo sobre a sua Página Inicial,A Linha do Tempo e a sua funcionalidade,Conheças as funções mais utilizadas,Gerencie a sua privacidade no Facebook,Encontre jogos e outros aplicativos,Páginas de negócios no Facebook"
447,Aplicativos,Aqui você encontrará alguns aplicativos que poderá usar dependendo de suas necessidades.,https://edu.gcfglobal.org/pt/aplicativos/widgets-e-aplicativos-sao-diferentes/1/,0,https://edu.gcfglobal.org/pt/aplicativos/,Conceitos e recomendações tecnológicas,Aplicativos
448,Conhecimentos tecnológicos,Neste curso você encontrará diferentes tópicos que lhe ajudarão a complementar seus conhecimentos em tecnologia.,https://edu.gcfglobal.org/pt/conhecimentos-tecnologicos/como-compartilhar-o-link-de-um-documento-do-drive/1/,0,https://edu.gcfglobal.org/pt/conhecimentos-tecnologicos/,Conceitos e recomendações tecnológicas,"Conhecimentos tecnológicos,Q.R. Code"
449,Dicas tecnológicas,Recomendações tecnológicas sobre alguns dispositivos e dicas ao navegar na internet.,https://edu.gcfglobal.org/pt/dicas-tecnologicas/como-escolher-um-bom-ipad/1/,0,https://edu.gcfglobal.org/pt/dicas-tecnologicas/,Conceitos e recomendações tecnológicas,Dicas tecnológicas
450,Google Sala de Aula para Professores,"Tudo o que você precisa saber sobre o programa do Google destinado ao ensino virtual: para que serve o Google Sala de Aula, quais os tipos de conta que um professor pode ter, como começar a usar, como funciona o Sala de Aula no celular, como estabelecer suas preferências, como criar sua primeira aula, como programar aulas pelo Meet, como criar materiais de aula, como criar atividades e muito mais....",https://edu.gcfglobal.org/pt/google-sala-de-aula-para-professores/para-que-serve-o-google-sala-de-aula/1/,https://youtube.com/playlist?list=PLVJJ-8OxXXclqna-ZrYduNEnO9Tf2O2yR,https://edu.gcfglobal.org/pt/google-sala-de-aula-para-professores/,Ferramentas de Educação Virtual,"Conhecendo o Google Sala de Aula,Estabelecendo as preferências do seu Google Sala de Aula,Como organizar sua primeira aula no Google Sala de Aula,Como criar atividades, exercícios e trabalhos no Google Sala de Aula, Como criar exames e avaliações no Google Sala de Aula,Como enviar feedback aos alunos ,Teste Final | Google Sala de Aula para Professores"
